Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria.sim;deterministic.sim;sample-period-2.sim;only-body.sim, genformat=9, initialgenotype=None, opt=vertpos, popsize=50, generations=120, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_landscape/HoF-land-f9-run41.gen, max_numparts=30, max_numjoints=60, max_numneurons=0, max_numconnections=0, max_numgenochars=None, log_file=logs_landscape/log-land-f9-run41.json, stagnation_generations=None, plateau_escape=False
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria.sim', 'deterministic.sim', 'sample-period-2.sim', 'only-body.sim']

Simulator.load: Loading from 'eval-allcriteria.sim'
Loader.load: Comments read from file follow:
Loader.load:  Sample settings for evaluating many criteria of performance of a Framsticks creature.
Loader.load:  See the "evalcount" parameter if you want to speed the evaluation up or have a more stable result.
Loader.load:  Other important parameters are "Energy0" and "perfperiod".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded genepool settings, 2 population settings, simulator settings from 'eval-allcriteria.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'sample-period-2.sim'
Loader.load: Comments read from file follow:
Loader.load:  Very low "performance sampling period" in the first population to sample performance very often during lifespan
Loader.load:  and avoid overlooking some behavior. Averaged performance of sampled values is returned as the final value.
Loader.load:  See http://www.framsticks.com/a/al_params.html#exper-perfcalc
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded population settings from 'sample-period-2.sim'
Simulator.load: Loading from 'only-body.sim'
Loader.load: Comments read from file follow:
Loader.load:  Turns off mutations in f0, f1, f4, fH related to brain (disables adding and modifying neurons)
Simulator.load: Loaded simulator settings from 'only-body.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg  	stddev	min  	max  
0  	50    	-0.01	0     	-0.01	-0.01
1  	45    	-0.01	4.2877e-16	-0.01	-0.01
2  	49    	-0.00248338	0.0373035 	-0.01	0.207732
3  	46    	0.0299967  	0.0875835 	-0.0100001	0.296702
4  	47    	0.0964127  	0.139691  	-0.01     	0.466004
5  	47    	0.161796   	0.163363  	-0.01     	0.751788
6  	46    	0.203832   	0.18882   	-0.01     	0.751788
7  	45    	0.258371   	0.212275  	-0.01     	0.752356
8  	46    	0.287058   	0.223214  	-0.01     	0.750364
9  	46    	0.312154   	0.231237  	-0.01     	0.751788
10 	46    	0.37337    	0.247818  	-0.01     	0.753334
11 	47    	0.332318   	0.247538  	-0.01     	0.753049
12 	43    	0.330047   	0.23618   	-0.01     	0.753049
13 	47    	0.334067   	0.229942  	-0.01     	0.753784
14 	43    	0.416394   	0.266456  	-0.01     	0.753835
15 	44    	0.389136   	0.231464  	-0.01     	0.753835
16 	45    	0.32649    	0.251981  	-0.01     	0.759123
17 	46    	0.360271   	0.238644  	-0.01     	0.752734
18 	44    	0.398505   	0.226607  	-0.01     	0.753548
19 	46    	0.336844   	0.24825   	-0.01     	0.75942 
20 	46    	0.364227   	0.214563  	-0.01     	0.75942 
21 	48    	0.44091    	0.178817  	-0.01     	0.755004
22 	43    	0.422401   	0.222824  	-0.01     	0.753049
23 	46    	0.423049   	0.230364  	-0.00999271	0.753049
24 	43    	0.443785   	0.2174    	-0.01      	0.753049
25 	47    	0.424169   	0.212411  	-0.01      	0.752277
26 	46    	0.363905   	0.210222  	-0.01      	0.752277
27 	46    	0.332674   	0.213224  	-0.01      	0.750949
28 	48    	0.364447   	0.203463  	-0.01      	0.753049
29 	46    	0.381474   	0.214959  	-0.01      	0.753835
30 	47    	0.380337   	0.188005  	-0.00999271	0.75203 
31 	46    	0.33521    	0.241036  	-0.01      	0.752277
32 	46    	0.372731   	0.221136  	-0.01      	0.750677
33 	43    	0.418698   	0.231815  	-0.01      	0.753265
34 	48    	0.400313   	0.244399  	-0.01      	0.753265
35 	42    	0.40558    	0.27192   	-0.01      	0.753334
36 	41    	0.408691   	0.25298   	-0.01      	0.753265
37 	44    	0.362992   	0.257295  	-0.01      	0.753265
38 	46    	0.479179   	0.231966  	-0.01      	0.759355
39 	48    	0.438702   	0.231996  	-0.01      	0.759355
40 	43    	0.420787   	0.25734   	-0.01      	0.759355
41 	44    	0.503534   	0.217311  	0.108824   	0.759355
42 	46    	0.38495    	0.223288  	-0.01      	0.759355
43 	45    	0.449929   	0.246317  	-0.01      	0.759355
44 	43    	0.474539   	0.248618  	-0.01      	0.962904
45 	50    	0.404225   	0.228276  	-0.01      	0.831846
46 	46    	0.398551   	0.250845  	-0.01      	0.831846
47 	47    	0.422231   	0.250083  	-0.01      	0.831846
48 	44    	0.431888   	0.234575  	-0.01      	0.831846
49 	48    	0.422652   	0.213775  	-0.01      	0.831846
50 	47    	0.339482   	0.242662  	-0.01      	0.759074
51 	44    	0.399895   	0.246423  	-0.01      	0.759074
52 	46    	0.39394    	0.239611  	-0.01      	0.759074
53 	45    	0.378037   	0.261842  	-0.01      	0.759074
54 	43    	0.401685   	0.259761  	-0.01      	0.759355
55 	45    	0.426026   	0.220876  	-0.01      	0.759074
56 	44    	0.382507   	0.256574  	-0.01      	0.759074
57 	46    	0.419337   	0.261108  	-0.01      	0.759074
58 	43    	0.411444   	0.21961   	0.069409   	0.759074
59 	43    	0.433631   	0.255765  	-0.01      	0.759074
60 	43    	0.425016   	0.252791  	-0.01      	0.759074
61 	44    	0.463997   	0.244211  	-0.01      	0.759074
62 	42    	0.457435   	0.251372  	-0.01      	0.759074
63 	47    	0.489268   	0.229974  	-0.01      	0.759074
64 	45    	0.441408   	0.242732  	-0.01      	0.759074
65 	45    	0.423206   	0.233779  	-0.01      	0.759074
66 	48    	0.469475   	0.22926   	-0.01      	0.75909 
67 	44    	0.479342   	0.241714  	-0.01      	0.759123
68 	47    	0.44721    	0.226621  	-0.01      	0.754841
69 	42    	0.496807   	0.211199  	-0.01      	0.754841
