Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim;placement_random.sim, genformat=1, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f1-eps002-random-run4.gen, max_numparts=20, max_numjoints=40, max_numneurons=10, max_numconnections=20, max_numgenochars=None, log_file=logs_jump/log-jump-f1-eps002-random-run4.json, stagnation_generations=None, plateau_escape=False, eps=0.02, placement=random
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim', 'placement_random.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Simulator.load: Loading from 'placement_random.sim'
Loader.load: Comments read from file follow:
Loader.load:  Force random placement (overrides standard_placement.inc)
[WARN] MultiParamLoader.go: Ignored unexpected line 3 while reading 'placement_random.sim'
[WARN] MultiParamLoader.go: Ignored unexpected line 5 while reading 'placement_random.sim'
[WARN] MultiParamLoader.go: The following line(s) were also unexpected and were ignored
[WARN] Simulator.load: No known/requested objects found in 'placement_random.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
0  	60    	0  	0     	0  	0  
1  	54    	0  	0     	0  	0  
2  	56    	0  	0     	0  	0  
3  	53    	0  	0     	0  	0  
4  	57    	0  	0     	0  	0  
5  	54    	0  	0     	0  	0  
6  	55    	0  	0     	0  	0  
7  	55    	0  	0     	0  	0  
8  	51    	0  	0     	0  	0  
9  	55    	0  	0     	0  	0  
10 	49    	0  	0     	0  	0  
11 	46    	0  	0     	0  	0  
12 	56    	0  	0     	0  	0  
13 	54    	0  	0     	0  	0  
14 	48    	0  	0     	0  	0  
15 	51    	0  	0     	0  	0  
16 	55    	0  	0     	0  	0  
17 	54    	0  	0     	0  	0  
18 	58    	0  	0     	0  	0  
19 	51    	0  	0     	0  	0  
20 	59    	0  	0     	0  	0  
21 	53    	0  	0     	0  	0  
22 	58    	0  	0     	0  	0  
23 	53    	0  	0     	0  	0  
24 	54    	0  	0     	0  	0  
25 	53    	0  	0     	0  	0  
26 	52    	0  	0     	0  	0  
27 	57    	0  	0     	0  	0  
28 	54    	0  	0     	0  	0  
29 	52    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
30 	57    	0  	0     	0  	0  
31 	51    	0  	0     	0  	0  
32 	57    	0  	0     	0  	0  
33 	51    	0  	0     	0  	0  
34 	55    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
35 	56    	0  	0     	0  	0  
36 	49    	0  	0     	0  	0  
37 	51    	0  	0     	0  	0  
38 	54    	0  	0     	0  	0  
39 	55    	0  	0     	0  	0  
40 	56    	0  	0     	0  	0  
41 	54    	0  	0     	0  	0  
42 	54    	0  	0     	0  	0  
43 	52    	0  	0     	0  	0  
44 	52    	0  	0     	0  	0  
45 	54    	0  	0     	0  	0  
46 	57    	0  	0     	0  	0  
47 	55    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
48 	53    	0  	0     	0  	0  
49 	57    	0  	0     	0  	0  
50 	53    	0  	0     	0  	0  
51 	57    	0  	0     	0  	0  
52 	53    	0  	0     	0  	0  
53 	53    	0  	0     	0  	0  
54 	57    	0  	0     	0  	0  
55 	56    	0  	0     	0  	0  
56 	52    	0  	0     	0  	0  
57 	55    	0.000539974	0.00414762	0  	0.0323985
58 	52    	0.00574456 	0.0272767 	0  	0.20135  
Selection: ignoring 1 infeasible solution in a population of size 60
59 	55    	0.0165867  	0.0452641 	0  	0.20135  
Selection: ignoring 1 infeasible solution in a population of size 60
60 	53    	0.0463674  	0.0690434 	0  	0.20135  
Selection: ignoring 1 infeasible solution in a population of size 60
61 	53    	0.0783755  	0.0859104 	0  	0.20135  
62 	56    	0.0848087  	0.087523  	0  	0.20135  
63 	49    	0.102251   	0.0915995 	0  	0.227017 
Selection: ignoring 2 infeasible solutions in a population of size 60
64 	51    	0.12069    	0.0921437 	0  	0.227017 
65 	55    	0.112982   	0.0985405 	0  	0.227017 
66 	55    	0.124821   	0.102344  	0  	0.227017 
67 	55    	0.141593   	0.0982865 	0  	0.227017 
68 	54    	0.120305   	0.105544  	0  	0.227017 
69 	58    	0.108591   	0.105633  	0  	0.227017 
70 	56    	0.115661   	0.104133  	0  	0.227017 
71 	50    	0.132599   	0.105796  	0  	0.227017 
72 	54    	0.118464   	0.103572  	0  	0.227017 
73 	50    	0.136427   	0.10501   	0  	0.227017 
Selection: ignoring 1 infeasible solution in a population of size 60
74 	53    	0.118603   	0.101664  	0  	0.227017 
75 	56    	0.138934   	0.101193  	0  	0.227017 
76 	54    	0.14495    	0.100611  	0  	0.227017 
77 	52    	0.154929   	0.0976042 	0  	0.227017 
78 	55    	0.120595   	0.102971  	0  	0.227017 
79 	55    	0.118202   	0.096896  	0  	0.227017 
80 	55    	0.125406   	0.107272  	0  	0.227017 
81 	55    	0.134497   	0.105988  	0  	0.227017 
82 	55    	0.143885   	0.102787  	0  	0.227017 
83 	52    	0.142572   	0.101538  	0  	0.227017 
84 	51    	0.141299   	0.107113  	0  	0.227017 
85 	56    	0.127785   	0.108752  	0  	0.227017 
86 	52    	0.15535    	0.0994186 	0  	0.227017 
87 	53    	0.143537   	0.11455   	0  	0.515576 
Selection: ignoring 1 infeasible solution in a population of size 60
88 	53    	0.133927   	0.113774  	0  	0.515576 
89 	56    	0.169312   	0.132961  	0  	0.515576 
90 	57    	0.177152   	0.186876  	0  	0.785522 
91 	52    	0.235284   	0.23713   	0  	0.785522 
92 	55    	0.33699    	0.30971   	0  	0.785522 
93 	49    	0.411851   	0.343334  	0  	0.785678 
94 	56    	0.328993   	0.362136  	0  	0.785678 
95 	54    	0.295755   	0.343176  	0  	0.785678 
96 	55    	0.519986   	0.361998  	0  	1.07918  
97 	52    	0.523217   	0.412159  	0  	1.07918  
98 	52    	0.54711    	0.449358  	0  	1.08271  
Selection: ignoring 1 infeasible solution in a population of size 60
99 	56    	0.562646   	0.488527  	0  	1.12965  
100	58    	0.647801   	0.503709  	0  	1.12965  
