Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim, genformat=1, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f1-eps001-center-run5.gen, max_numparts=20, max_numjoints=40, max_numneurons=10, max_numconnections=20, max_numgenochars=None, log_file=logs_jump/log-jump-f1-eps001-center-run5.json, stagnation_generations=None, plateau_escape=False, eps=0.01, placement=center
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
0  	60    	0  	0     	0  	0  
1  	55    	0  	0     	0  	0  
2  	56    	0  	0     	0  	0  
3  	57    	0  	0     	0  	0  
4  	53    	0  	0     	0  	0  
5  	54    	0  	0     	0  	0  
6  	54    	0  	0     	0  	0  
7  	50    	0  	0     	0  	0  
8  	49    	0  	0     	0  	0  
9  	53    	0  	0     	0  	0  
10 	55    	0  	0     	0  	0  
11 	54    	0  	0     	0  	0  
12 	56    	0  	0     	0  	0  
13 	56    	0  	0     	0  	0  
14 	53    	0  	0     	0  	0  
15 	55    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
16 	54    	0  	0     	0  	0  
17 	56    	0  	0     	0  	0  
18 	54    	0  	0     	0  	0  
19 	50    	0  	0     	0  	0  
20 	53    	0  	0     	0  	0  
21 	57    	0  	0     	0  	0  
22 	57    	0  	0     	0  	0  
23 	54    	0  	0     	0  	0  
24 	55    	0  	0     	0  	0  
25 	53    	0  	0     	0  	0  
26 	55    	0  	0     	0  	0  
27 	49    	0  	0     	0  	0  
28 	54    	0  	0     	0  	0  
29 	55    	0  	0     	0  	0  
30 	51    	0  	0     	0  	0  
Selection: ignoring 2 infeasible solutions in a population of size 60
31 	48    	0  	0     	0  	0  
32 	57    	0  	0     	0  	0  
33 	50    	0  	0     	0  	0  
34 	57    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
35 	58    	0.000246252	0.0018915	0  	0.0147751
36 	52    	0.000558188	0.00262529	0  	0.0168777
37 	59    	0.00173306 	0.00418332	0  	0.0168777
38 	55    	0.0051662  	0.00615851	0  	0.0173119
39 	51    	0.016154   	0.0282208 	0  	0.167464 
40 	55    	0.047788   	0.0769189 	0  	0.299799 
41 	58    	0.119217   	0.112159  	0  	0.33871  
42 	56    	0.151052   	0.129445  	0  	0.564637 
43 	55    	0.150162   	0.153226  	0  	0.564637 
44 	55    	0.189415   	0.183551  	0  	0.564918 
45 	52    	0.265017   	0.218573  	0  	0.644521 
46 	55    	0.273488   	0.249779  	0  	0.65061  
47 	52    	0.382172   	0.242306  	0  	0.65061  
48 	54    	0.351749   	0.272919  	0  	0.710314 
49 	55    	0.388167   	0.291726  	0  	0.710314 
50 	51    	0.377035   	0.300685  	0  	0.710314 
51 	56    	0.368478   	0.313144  	0  	0.71553  
52 	52    	0.322875   	0.311672  	0  	0.717152 
Selection: ignoring 1 infeasible solution in a population of size 60
53 	52    	0.35023    	0.32264   	0  	0.727018 
54 	52    	0.323472   	0.329812  	0  	0.727018 
55 	58    	0.291995   	0.308874  	0  	0.72704  
56 	51    	0.393102   	0.330913  	0  	0.72704  
57 	49    	0.380092   	0.344026  	0  	0.72704  
58 	53    	0.489189   	0.317665  	0  	0.72704  
59 	53    	0.385214   	0.330384  	0  	0.733639 
60 	55    	0.369508   	0.331537  	0  	0.733639 
61 	52    	0.389452   	0.334299  	0  	0.733639 
62 	54    	0.424419   	0.322053  	0  	0.733639 
63 	55    	0.390072   	0.331575  	0  	0.733869 
64 	51    	0.437459   	0.323986  	0  	0.733869 
65 	57    	0.362903   	0.318211  	0  	0.746584 
66 	51    	0.405612   	0.333853  	0  	0.746584 
Selection: ignoring 1 infeasible solution in a population of size 60
67 	56    	0.367198   	0.322234  	0  	0.746584 
Selection: ignoring 1 infeasible solution in a population of size 60
68 	54    	0.419714   	0.316252  	0  	0.753032 
69 	57    	0.423331   	0.310049  	0  	0.754859 
70 	57    	0.427403   	0.315368  	0  	0.754859 
71 	53    	0.489396   	0.315155  	0  	0.76339  
72 	47    	0.516734   	0.310235  	0  	0.767365 
73 	55    	0.501576   	0.333298  	0  	0.785787 
74 	55    	0.435435   	0.350694  	0  	0.789712 
Selection: ignoring 1 infeasible solution in a population of size 60
75 	49    	0.421391   	0.337337  	0  	0.789712 
76 	54    	0.514511   	0.32584   	0  	0.789712 
77 	54    	0.45769    	0.34542   	0  	0.790312 
78 	57    	0.412725   	0.355916  	0  	0.790312 
79 	56    	0.447122   	0.346648  	0  	0.789712 
80 	56    	0.465868   	0.346589  	0  	0.8024   
81 	53    	0.529785   	0.317127  	0  	0.790312 
82 	51    	0.479277   	0.349886  	0  	0.790312 
83 	53    	0.512013   	0.348077  	0  	0.793675 
84 	51    	0.589948   	0.315724  	0  	0.793675 
85 	59    	0.500186   	0.334831  	0  	0.811566 
86 	52    	0.51813    	0.326232  	0  	0.811566 
87 	54    	0.461483   	0.352387  	0  	0.811566 
88 	54    	0.472063   	0.353162  	0  	0.811566 
89 	54    	0.448043   	0.341839  	0  	0.831784 
90 	57    	0.56242    	0.331007  	0  	0.850686 
Selection: ignoring 1 infeasible solution in a population of size 60
91 	51    	0.57177    	0.345841  	0  	0.850686 
92 	50    	0.594061   	0.326273  	0  	0.850774 
93 	54    	0.416538   	0.382387  	0  	0.851473 
94 	54    	0.476329   	0.367659  	0  	0.852801 
95 	55    	0.510477   	0.367916  	0  	0.852801 
Selection: ignoring 1 infeasible solution in a population of size 60
96 	55    	0.565397   	0.333114  	0  	0.853995 
97 	54    	0.541039   	0.362395  	0  	0.853995 
98 	58    	0.585893   	0.337761  	0  	0.867578 
99 	53    	0.494498   	0.369164  	0  	0.867578 
100	52    	0.621382   	0.324536  	0  	0.867578 
101	52    	0.535528   	0.362014  	0  	0.867578 
Selection: ignoring 1 infeasible solution in a population of size 60
102	56    	0.512081   	0.368945  	0  	0.867578 
103	53    	0.488355   	0.379565  	0  	0.867578 
104	55    	0.49451    	0.378013  	0  	0.867578 
105	53    	0.546416   	0.362336  	0  	0.867578 
Selection: ignoring 1 infeasible solution in a population of size 60
106	60    	0.498013   	0.336349  	0  	0.867578 
107	55    	0.424778   	0.363265  	0  	0.867578 
Selection: ignoring 1 infeasible solution in a population of size 60
108	53    	0.454627   	0.367549  	0  	0.867578 
109	55    	0.549287   	0.342798  	0  	0.867578 
110	53    	0.559527   	0.354929  	0  	0.867578 
111	52    	0.566431   	0.348913  	0  	0.867578 
112	56    	0.538512   	0.384195  	0  	0.870689 
113	56    	0.556131   	0.36892   	0  	0.870689 
114	50    	0.612846   	0.354181  	0  	0.870689 
Selection: ignoring 2 infeasible solutions in a population of size 60
115	53    	0.463257   	0.364388  	0  	0.870689 
116	57    	0.511645   	0.360905  	0  	0.870689 
117	50    	0.49913    	0.369437  	0  	0.871245 
118	57    	0.541065   	0.351952  	0  	0.871245 
