Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim;only-body.sim;placement_random.sim, genformat=0, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f0-eps002-random-run10.gen, max_numparts=20, max_numjoints=40, max_numneurons=0, max_numconnections=0, max_numgenochars=None, log_file=logs_jump/log-jump-f0-eps002-random-run10.json, stagnation_generations=None, plateau_escape=False, eps=0.02, placement=random
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim', 'only-body.sim', 'placement_random.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Simulator.load: Loading from 'only-body.sim'
Loader.load: Comments read from file follow:
Loader.load:  Turns off mutations in f0, f1, f4, fH related to brain (disables adding and modifying neurons)
Simulator.load: Loaded simulator settings from 'only-body.sim'
Simulator.load: Loading from 'placement_random.sim'
Loader.load: Comments read from file follow:
Loader.load:  Force random placement (overrides standard_placement.inc)
[WARN] MultiParamLoader.go: Ignored unexpected line 3 while reading 'placement_random.sim'
[WARN] MultiParamLoader.go: Ignored unexpected line 5 while reading 'placement_random.sim'
[WARN] MultiParamLoader.go: The following line(s) were also unexpected and were ignored
[WARN] Simulator.load: No known/requested objects found in 'placement_random.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
0  	60    	0  	0     	0  	0  
1  	54    	0  	0     	0  	0  
2  	53    	0  	0     	0  	0  
3  	54    	0  	0     	0  	0  
4  	55    	0  	0     	0  	0  
5  	49    	0  	0     	0  	0  
6  	54    	0  	0     	0  	0  
7  	54    	0  	0     	0  	0  
8  	55    	0  	0     	0  	0  
9  	55    	0  	0     	0  	0  
10 	54    	0  	0     	0  	0  
11 	54    	0  	0     	0  	0  
12 	54    	0  	0     	0  	0  
13 	54    	0  	0     	0  	0  
14 	49    	0  	0     	0  	0  
15 	57    	8.28106e-05	0.00063608	0  	0.00496863
16 	58    	8.28106e-05	0.00063608	0  	0.00496863
17 	56    	0.000248432	0.00108289	0  	0.00496863
18 	54    	8.28106e-05	0.00063608	0  	0.00496863
19 	53    	0.000165621	0.000891897	0  	0.00496863
20 	55    	0.000331012	0.00123854 	0  	0.00496863
21 	49    	0.000413781	0.00137236 	0  	0.00496863
22 	51    	0.000579093	0.00159345 	0  	0.00496863
23 	51    	0.000496863	0.00149059 	0  	0.00496863
24 	53    	0.000579493	0.00159455 	0  	0.00498095
25 	53    	0.000496817	0.00149045 	0  	0.00496863
26 	58    	0.000248432	0.00108289 	0  	0.00496863
27 	56    	0          	0          	0  	0         
28 	56    	0          	0          	0  	0         
29 	53    	3.92099e-05	0.000301177	0  	0.0023526 
30 	52    	0          	0          	0  	0         
31 	54    	7.84198e-05	0.000422304	0  	0.0023526 
32 	52    	0.000168152	0.000633726	0  	0.00303132
33 	54    	0.000258204	0.000781381	0  	0.00305055
34 	58    	6.99368e-05	0.000379297	0  	0.00234444
35 	53    	8.13847e-05	0.000451304	0  	0.00303132
36 	55    	5.05219e-05	0.000388066	0  	0.00303132
37 	55    	0          	0          	0  	0         
38 	56    	0          	0          	0  	0         
39 	54    	0          	0          	0  	0         
40 	53    	0          	0          	0  	0         
41 	54    	0          	0          	0  	0         
42 	53    	0          	0          	0  	0         
43 	53    	0          	0          	0  	0         
44 	55    	0          	0          	0  	0         
45 	49    	0          	0          	0  	0         
46 	54    	0          	0          	0  	0         
47 	54    	0          	0          	0  	0         
48 	53    	0          	0          	0  	0         
49 	53    	0          	0          	0  	0         
50 	54    	0          	0          	0  	0         
51 	56    	0          	0          	0  	0         
52 	56    	0          	0          	0  	0         
53 	51    	0          	0          	0  	0         
54 	53    	0          	0          	0  	0         
55 	58    	0          	0          	0  	0         
56 	54    	0          	0          	0  	0         
57 	56    	0          	0          	0  	0         
58 	54    	0          	0          	0  	0         
59 	52    	0          	0          	0  	0         
60 	54    	0          	0          	0  	0         
61 	58    	0          	0          	0  	0         
62 	53    	0          	0          	0  	0         
63 	56    	0          	0          	0  	0         
64 	52    	0          	0          	0  	0         
65 	50    	0          	0          	0  	0         
66 	57    	0          	0          	0  	0         
67 	52    	0          	0          	0  	0         
68 	51    	0          	0          	0  	0         
69 	54    	0          	0          	0  	0         
70 	54    	0          	0          	0  	0         
71 	55    	0          	0          	0  	0         
72 	51    	0          	0          	0  	0         
73 	55    	0          	0          	0  	0         
74 	54    	0          	0          	0  	0         
75 	52    	0          	0          	0  	0         
76 	58    	0          	0          	0  	0         
77 	51    	0          	0          	0  	0         
78 	55    	0          	0          	0  	0         
79 	54    	0          	0          	0  	0         
80 	57    	0          	0          	0  	0         
81 	56    	0          	0          	0  	0         
82 	48    	0          	0          	0  	0         
83 	56    	0          	0          	0  	0         
84 	55    	0          	0          	0  	0         
85 	56    	0          	0          	0  	0         
86 	54    	0          	0          	0  	0         
87 	51    	0          	0          	0  	0         
88 	52    	0          	0          	0  	0         
89 	52    	0          	0          	0  	0         
90 	52    	0          	0          	0  	0         
91 	57    	0          	0          	0  	0         
92 	52    	0          	0          	0  	0         
93 	49    	0          	0          	0  	0         
94 	55    	0          	0          	0  	0         
95 	49    	0          	0          	0  	0         
96 	54    	0          	0          	0  	0         
97 	51    	0          	0          	0  	0         
98 	54    	0          	0          	0  	0         
99 	53    	0          	0          	0  	0         
100	58    	0          	0          	0  	0         
101	54    	0          	0          	0  	0         
102	53    	0          	0          	0  	0         
103	51    	0          	0          	0  	0         
104	51    	0          	0          	0  	0         
105	56    	0          	0          	0  	0         
106	54    	0          	0          	0  	0         
107	56    	0          	0          	0  	0         
108	55    	0          	0          	0  	0         
109	51    	0          	0          	0  	0         
110	56    	0          	0          	0  	0         
111	48    	0          	0          	0  	0         
112	50    	0          	0          	0  	0         
113	54    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
114	55    	0          	0          	0  	0         
115	51    	0          	0          	0  	0         
116	54    	0          	0          	0  	0         
117	55    	0          	0          	0  	0         
118	52    	0          	0          	0  	0         
119	56    	0          	0          	0  	0         
120	56    	0          	0          	0  	0         
121	56    	0          	0          	0  	0         
122	51    	0          	0          	0  	0         
123	54    	0          	0          	0  	0         
124	54    	0          	0          	0  	0         
125	53    	0          	0          	0  	0         
126	56    	0          	0          	0  	0         
127	57    	0          	0          	0  	0         
128	53    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
129	50    	0          	0          	0  	0         
130	54    	0          	0          	0  	0         
131	51    	0          	0          	0  	0         
132	51    	0          	0          	0  	0         
