Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim, genformat=1, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f1-eps002-center-run8.gen, max_numparts=20, max_numjoints=40, max_numneurons=10, max_numconnections=20, max_numgenochars=None, log_file=logs_jump/log-jump-f1-eps002-center-run8.json, stagnation_generations=None, plateau_escape=False, eps=0.02, placement=center
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
0  	60    	0  	0     	0  	0  
1  	54    	0  	0     	0  	0  
2  	51    	0  	0     	0  	0  
3  	54    	0  	0     	0  	0  
4  	53    	0  	0     	0  	0  
5  	52    	0  	0     	0  	0  
6  	52    	0  	0     	0  	0  
7  	51    	0  	0     	0  	0  
8  	55    	0  	0     	0  	0  
9  	57    	0  	0     	0  	0  
10 	54    	0  	0     	0  	0  
11 	56    	0  	0     	0  	0  
12 	55    	0  	0     	0  	0  
13 	55    	0  	0     	0  	0  
14 	57    	0  	0     	0  	0  
15 	53    	0  	0     	0  	0  
16 	57    	0  	0     	0  	0  
17 	53    	0  	0     	0  	0  
18 	54    	0  	0     	0  	0  
19 	53    	0  	0     	0  	0  
20 	52    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
21 	48    	0  	0     	0  	0  
22 	56    	0  	0     	0  	0  
23 	52    	0  	0     	0  	0  
24 	51    	0  	0     	0  	0  
25 	56    	0  	0     	0  	0  
26 	53    	0  	0     	0  	0  
27 	53    	0  	0     	0  	0  
28 	55    	0  	0     	0  	0  
29 	52    	0  	0     	0  	0  
30 	57    	0  	0     	0  	0  
Selection: ignoring 2 infeasible solutions in a population of size 60
31 	57    	0  	0     	0  	0  
32 	53    	0  	0     	0  	0  
33 	55    	0  	0     	0  	0  
34 	52    	0  	0     	0  	0  
35 	55    	0  	0     	0  	0  
36 	54    	0  	0     	0  	0  
37 	56    	0  	0     	0  	0  
38 	58    	0  	0     	0  	0  
39 	54    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
40 	51    	0  	0     	0  	0  
41 	57    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
42 	55    	0  	0     	0  	0  
43 	53    	0  	0     	0  	0  
44 	53    	0  	0     	0  	0  
45 	54    	0  	0     	0  	0  
46 	54    	0  	0     	0  	0  
47 	55    	0  	0     	0  	0  
48 	58    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
49 	54    	0  	0     	0  	0  
50 	58    	0  	0     	0  	0  
51 	56    	0  	0     	0  	0  
52 	55    	0  	0     	0  	0  
53 	53    	0  	0     	0  	0  
54 	56    	0  	0     	0  	0  
55 	55    	0  	0     	0  	0  
56 	52    	0  	0     	0  	0  
57 	55    	0  	0     	0  	0  
58 	56    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
59 	55    	0  	0     	0  	0  
60 	48    	0  	0     	0  	0  
61 	58    	0  	0     	0  	0  
62 	52    	0  	0     	0  	0  
63 	52    	0  	0     	0  	0  
64 	52    	0  	0     	0  	0  
65 	55    	0  	0     	0  	0  
66 	53    	0  	0     	0  	0  
67 	56    	0  	0     	0  	0  
68 	55    	0  	0     	0  	0  
69 	53    	0  	0     	0  	0  
70 	57    	0  	0     	0  	0  
71 	53    	0  	0     	0  	0  
72 	55    	0  	0     	0  	0  
73 	54    	0  	0     	0  	0  
74 	55    	0  	0     	0  	0  
75 	55    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
76 	56    	0  	0     	0  	0  
77 	52    	0  	0     	0  	0  
78 	56    	0  	0     	0  	0  
Selection: ignoring 1 infeasible solution in a population of size 60
79 	57    	0  	0     	0  	0  
80 	52    	0  	0     	0  	0  
81 	50    	0  	0     	0  	0  
82 	53    	0.000115218	0.00088501	0  	0.00691311
83 	56    	0.000404176	0.00155938	0  	0.00691311
84 	52    	0.00198264 	0.00295767	0  	0.00711715
85 	55    	0.00621135 	0.0100326 	0  	0.0781532 
Selection: ignoring 1 infeasible solution in a population of size 60
86 	55    	0.0134129  	0.0200651 	0  	0.0781532 
87 	58    	0.0407363  	0.0363796 	0  	0.119746  
88 	55    	0.0684546  	0.0383279 	0  	0.126845  
89 	51    	0.0764312  	0.0482815 	0  	0.127434  
Selection: ignoring 1 infeasible solution in a population of size 60
90 	54    	0.0998259  	0.0475688 	0  	0.162923  
91 	55    	0.118054   	0.0532727 	0  	0.199729  
92 	52    	0.126003   	0.0679092 	0  	0.199729  
93 	59    	0.126069   	0.0830639 	0  	0.249782  
94 	54    	0.152321   	0.0787602 	0  	0.253334  
95 	51    	0.157542   	0.0907887 	0  	0.253334  
96 	57    	0.157503   	0.112372  	0  	0.308491  
Selection: ignoring 1 infeasible solution in a population of size 60
97 	53    	0.182331   	0.120692  	0  	0.316063  
98 	56    	0.198874   	0.129231  	0  	0.33023   
99 	53    	0.182404   	0.14545   	0  	0.348161  
